class	order	family	genus	species	ssp	Accession			
Actinopteri	Clupeiformes	Pristigasteridae	Ilisha	africana		NC_009584			
Actinopteri	Clupeiformes	Pristigasteridae	Ilisha	elongata		NC_009585			
Actinopteri	Clupeiformes	Pristigasteridae	Opisthopterus	tardoore		NC_035062			
Actinopteri	Clupeiformes	Pristigasteridae	Pellona	flavipinnis		NC_014268			
Actinopteri	Cypriniformes	Balitoridae	Beaufortia	kweichowensis		NC_030335			
Actinopteri	Cypriniformes	Balitoridae	Beaufortia	szechuanensis		NC_027291			
Actinopteri	Cypriniformes	Balitoridae	Bhavania	australis		NC_029440			
Actinopteri	Cypriniformes	Balitoridae	Formosania	lacustris		NC_001727			
Actinopteri	Cypriniformes	Balitoridae	Gastromyzon	scitulus		NC_031578			
Actinopteri	Cypriniformes	Balitoridae	Gastromyzon	zebrinus		NC_031547			
Actinopteri	Cypriniformes	Balitoridae	Homaloptera	confuzona		NC_033955			
Actinopteri	Cypriniformes	Balitoridae	Homaloptera	ocellata		NC_033953			
Actinopteri	Cypriniformes	Balitoridae	Homaloptera	ogilviei		NC_031635			
Actinopteri	Cypriniformes	Balitoridae	Homaloptera	parclitella		NC_031634			
Actinopteri	Cypriniformes	Balitoridae	Homalopteroides	smithi		NC_033957			
Actinopteri	Cypriniformes	Balitoridae	Homalosoma	hainanensis		NC_031636			
Actinopteri	Cypriniformes	Balitoridae	Jinshaia	abbreviata		NC_024606			
Actinopteri	Cypriniformes	Balitoridae	Jinshaia	sinensis		NC_024598			
Actinopteri	Cypriniformes	Balitoridae	Lepturichthys	fimbriata		NC_024609			
Actinopteri	Cypriniformes	Balitoridae	Metahomaloptera	omeiensis		NC_025297			
Actinopteri	Cypriniformes	Balitoridae	Neohomaloptera	johorensis		NC_033952			
Actinopteri	Cypriniformes	Balitoridae	Plesiomyzon	baotingensis		NC_023267			
Actinopteri	Cypriniformes	Balitoridae	Pseudogastromyzon	fasciatus		NC_030759			
Actinopteri	Cypriniformes	Balitoridae	Pseudogastromyzon	myersi		NC_029439			
Actinopteri	Cypriniformes	Balitoridae	Pseudohomaloptera	leonardi		NC_008673			
Actinopteri	Cypriniformes	Balitoridae	Sewellia	albisuera		NC_031577			
Actinopteri	Cypriniformes	Balitoridae	Sewellia	lineolata		NC_015534			
Actinopteri	Cypriniformes	Balitoridae	Sinogastromyzon	puliensis		NC_011922			
Actinopteri	Cypriniformes	Balitoridae	Sinogastromyzon	sichangensis		NC_024534			
Actinopteri	Cypriniformes	Balitoridae	Sinogastromyzon	szechuanensis		NC_036741			
Actinopteri	Cypriniformes	Balitoridae	Vanmanenia	pingchowensis		NC_026213			
Actinopteri	Cypriniformes	Balitoridae	Vanmanenia	stenosoma		NC_035628			
Actinopteri	Cypriniformes	Balitoridae	Yaoshania	pachychilus		NC_030634			
Actinopteri	Cypriniformes	Barbuccidae	Barbucca	diabolica		NC_033954			
Actinopteri	Cypriniformes	Catostomidae	Carpiodes	carpio		NC_005257			
Actinopteri	Cypriniformes	Catostomidae	Catostomus	commersonii		NC_008647			
Actinopteri	Cypriniformes	Catostomidae	Cycleptus	elongatus		NC_008645			
